Timestamp,Day of the week,CarCount,BikeCount,BusCount,TruckCount,Total,Traffic Situation
2023-10-10 16:15,Tuesday,120,25,28,5,178,heavy
2023-10-10 16:30,Tuesday,137,23,44,5,209,heavy
2023-10-10 16:45,Tuesday,124,11,30,7,172,heavy
2023-10-10 17:00,Tuesday,145,25,49,7,226,heavy
2023-10-10 17:15,Tuesday,122,37,23,8,190,heavy
2023-10-10 17:30,Tuesday,136,30,20,9,195,heavy
2023-10-10 17:45,Tuesday,145,18,40,9,212,heavy
2023-10-10 18:00,Tuesday,138,34,28,5,205,heavy
2023-10-10 18:15,Tuesday,123,10,29,8,170,heavy
2023-10-10 18:30,Tuesday,105,15,21,9,150,normal
2023-10-10 18:45,Tuesday,75,22,20,11,128,normal
2023-10-10 19:00,Tuesday,90,12,10,13,125,normal
2023-10-10 19:15,Tuesday,102,22,20,16,160,normal
2023-10-10 19:30,Tuesday,61,18,15,27,121,high
2023-10-10 19:45,Tuesday,70,8,14,6,98,low
2023-10-10 20:00,Tuesday,80,17,12,34,143,high
2023-10-10 20:15,Tuesday,62,12,14,19,107,normal
2023-10-10 20:30,Tuesday,96,5,11,13,125,normal
2023-10-10 20:45,Tuesday,102,6,12,13,133,normal
2023-10-10 21:00,Tuesday,91,14,15,6,126,normal
2023-10-10 21:15,Tuesday,95,8,17,13,133,normal
2023-10-10 21:30,Tuesday,75,15,12,21,123,high
2023-10-10 21:45,Tuesday,53,21,20,10,104,normal
2023-10-10 22:00,Tuesday,13,1,0,19,33,normal
2023-10-10 22:15,Tuesday,10,0,1,24,35,normal
2023-10-10 22:30,Tuesday,16,2,0,33,51,normal
2023-10-10 22:45,Tuesday,11,1,0,29,41,normal
2023-10-10 23:00,Tuesday,18,2,1,13,34,normal
2023-10-10 23:15,Tuesday,15,0,1,11,27,low
2023-10-10 23:30,Tuesday,14,1,0,33,48,normal
2023-10-10 23:45,Tuesday,17,2,0,22,41,normal
2023-10-11 00:00,Wednesday,12,2,1,17,32,normal
2023-10-11 00:15,Wednesday,18,0,0,29,47,normal
2023-10-11 00:30,Wednesday,16,1,0,14,31,normal
2023-10-11 00:45,Wednesday,20,0,0,14,34,normal
2023-10-11 01:00,Wednesday,20,1,1,30,52,normal
2023-10-11 01:15,Wednesday,15,0,1,23,39,normal
2023-10-11 01:30,Wednesday,16,0,1,26,43,normal
2023-10-11 01:45,Wednesday,18,4,0,11,33,low
2023-10-11 02:00,Wednesday,17,3,1,36,57,normal
2023-10-11 02:15,Wednesday,14,4,1,10,29,low
2023-10-11 02:30,Wednesday,18,2,1,25,46,normal
2023-10-11 02:45,Wednesday,12,2,0,19,33,normal
2023-10-11 03:00,Wednesday,11,4,0,30,45,normal
2023-10-11 03:15,Wednesday,19,1,1,36,57,normal
2023-10-11 03:30,Wednesday,10,4,0,36,50,normal
2023-10-11 03:45,Wednesday,20,1,1,32,54,normal
2023-10-11 04:00,Wednesday,15,5,1,40,61,normal
2023-10-11 04:15,Wednesday,104,6,5,1,116,normal
2023-10-11 04:30,Wednesday,109,25,3,8,145,normal
2023-10-11 04:45,Wednesday,82,23,8,20,133,normal
2023-10-11 05:00,Wednesday,81,25,1,18,125,normal
2023-10-11 05:15,Wednesday,95,16,10,1,122,normal
2023-10-11 05:30,Wednesday,91,24,7,6,128,normal
2023-10-11 05:45,Wednesday,81,30,10,0,121,normal
2023-10-11 06:00,Wednesday,125,13,26,2,166,high
2023-10-11 06:15,Wednesday,125,39,49,3,216,heavy
2023-10-11 06:30,Wednesday,125,34,37,1,197,heavy
2023-10-11 06:45,Wednesday,125,19,25,4,173,heavy
2023-10-11 07:00,Wednesday,125,15,49,0,189,heavy
2023-10-11 07:15,Wednesday,125,32,50,5,212,heavy
2023-10-11 07:30,Wednesday,125,38,50,1,214,heavy
2023-10-11 07:45,Wednesday,125,29,29,3,186,heavy
2023-10-11 08:00,Wednesday,125,31,48,4,208,heavy
2023-10-11 08:15,Wednesday,125,32,50,0,207,heavy
2023-10-11 08:30,Wednesday,125,31,45,0,201,heavy
2023-10-11 08:45,Wednesday,125,21,20,1,167,normal
2023-10-11 09:00,Wednesday,125,28,36,0,189,heavy
2023-10-11 09:15,Wednesday,39,10,37,16,102,normal
2023-10-11 09:30,Wednesday,89,8,12,13,122,normal
2023-10-11 09:45,Wednesday,51,16,16,13,96,normal
2023-10-11 10:00,Wednesday,17,9,18,28,72,normal
2023-10-11 10:15,Wednesday,48,25,36,21,130,high
2023-10-11 10:30,Wednesday,93,7,30,16,146,high
2023-10-11 10:45,Wednesday,55,15,36,15,121,high
2023-10-11 11:00,Wednesday,51,10,8,22,91,normal
2023-10-11 11:15,Wednesday,51,7,3,24,85,normal
2023-10-11 11:30,Wednesday,51,9,7,30,97,normal
2023-10-11 11:45,Wednesday,51,7,14,20,92,normal
2023-10-11 12:00,Wednesday,51,10,14,20,95,normal
2023-10-11 12:15,Wednesday,51,10,6,22,89,normal
2023-10-11 12:30,Wednesday,51,8,11,22,92,normal
2023-10-11 12:45,Wednesday,51,6,10,26,93,normal
2023-10-11 13:00,Wednesday,51,7,7,27,92,normal
2023-10-11 13:15,Wednesday,104,17,25,20,166,normal
2023-10-11 13:30,Wednesday,6,28,27,14,75,normal
2023-10-11 13:45,Wednesday,54,29,37,9,129,high
2023-10-11 14:00,Wednesday,43,13,30,20,106,normal
2023-10-11 14:15,Wednesday,60,21,26,11,118,high
2023-10-11 14:30,Wednesday,101,23,8,20,152,normal
2023-10-11 14:45,Wednesday,62,26,19,11,118,normal
2023-10-11 15:00,Wednesday,39,24,13,11,87,low
2023-10-11 15:15,Wednesday,90,20,35,7,152,high
2023-10-11 15:30,Wednesday,109,30,22,20,181,heavy
2023-10-11 15:45,Wednesday,68,26,25,20,139,normal
2023-10-11 16:00,Wednesday,142,22,37,6,207,heavy
2023-10-11 16:15,Wednesday,113,14,20,5,152,normal
2023-10-11 16:30,Wednesday,142,13,37,8,200,heavy
2023-10-11 16:45,Wednesday,108,23,26,9,166,high
2023-10-11 17:00,Wednesday,122,29,30,7,188,heavy
2023-10-11 17:15,Wednesday,133,12,30,7,182,heavy
2023-10-11 17:30,Wednesday,118,23,38,10,189,heavy
2023-10-11 17:45,Wednesday,121,35,26,8,190,heavy
2023-10-11 18:00,Wednesday,116,23,20,8,167,normal
2023-10-11 18:15,Wednesday,132,12,27,8,179,heavy
2023-10-11 18:30,Wednesday,144,17,33,7,201,heavy
2023-10-11 18:45,Wednesday,103,21,11,11,146,normal
2023-10-11 19:00,Wednesday,107,15,10,15,147,normal
2023-10-11 19:15,Wednesday,50,10,10,17,87,normal
2023-10-11 19:30,Wednesday,108,15,10,6,139,normal
2023-10-11 19:45,Wednesday,108,24,15,29,176,heavy
2023-10-11 20:00,Wednesday,101,6,15,13,135,normal
2023-10-11 20:15,Wednesday,55,17,12,19,103,normal
2023-10-11 20:30,Wednesday,77,7,20,16,120,normal
2023-10-11 20:45,Wednesday,91,12,19,8,130,normal
2023-10-11 21:00,Wednesday,95,25,17,29,166,high
2023-10-11 21:15,Wednesday,78,17,17,27,139,high
2023-10-11 21:30,Wednesday,98,16,16,21,151,high
2023-10-11 21:45,Wednesday,86,13,11,35,145,high
2023-10-11 22:00,Wednesday,18,4,0,16,38,normal
2023-10-11 22:15,Wednesday,18,5,0,12,35,low
2023-10-11 22:30,Wednesday,18,2,1,25,46,normal
2023-10-11 22:45,Wednesday,18,1,0,17,36,normal
2023-10-11 23:00,Wednesday,18,5,0,21,44,normal
2023-10-11 23:15,Wednesday,18,0,1,12,31,low
2023-10-11 23:30,Wednesday,18,3,1,28,50,normal
2023-10-11 23:45,Wednesday,18,4,1,40,63,normal
2023-10-12 00:00,Thursday,18,1,1,39,59,normal
2023-10-12 00:15,Thursday,18,4,0,30,52,normal
2023-10-12 00:30,Thursday,18,5,1,13,37,normal
2023-10-12 00:45,Thursday,18,2,0,37,57,normal
2023-10-12 01:00,Thursday,18,0,0,13,31,normal
2023-10-12 01:15,Thursday,18,5,0,11,34,low
2023-10-12 01:30,Thursday,18,5,1,12,36,low
2023-10-12 01:45,Thursday,18,1,1,16,36,normal
2023-10-12 02:00,Thursday,18,1,1,34,54,normal
2023-10-12 02:15,Thursday,18,1,0,24,43,normal
2023-10-12 02:30,Thursday,18,0,0,23,41,normal
2023-10-12 02:45,Thursday,18,0,0,27,45,normal
2023-10-12 03:00,Thursday,18,5,0,28,51,normal
2023-10-12 03:15,Thursday,18,1,0,14,33,normal
2023-10-12 03:30,Thursday,18,5,0,25,48,normal
2023-10-12 03:45,Thursday,18,4,1,30,53,normal
2023-10-12 04:00,Thursday,18,5,1,30,54,normal
2023-10-12 04:15,Thursday,62,24,7,2,95,low
2023-10-12 04:30,Thursday,51,23,6,1,81,low
2023-10-12 04:45,Thursday,114,23,10,19,166,normal
2023-10-12 05:00,Thursday,85,22,9,9,125,normal
2023-10-12 05:15,Thursday,102,24,4,20,150,normal
2023-10-12 05:30,Thursday,101,18,3,17,139,normal
2023-10-12 05:45,Thursday,116,19,0,17,152,normal
2023-10-12 06:00,Thursday,117,38,50,5,210,heavy
2023-10-12 06:15,Thursday,114,32,34,2,182,heavy
2023-10-12 06:30,Thursday,120,17,23,1,161,normal
2023-10-12 06:45,Thursday,145,20,25,2,192,heavy
2023-10-12 07:00,Thursday,125,30,48,1,204,heavy
2023-10-12 07:15,Thursday,103,27,45,1,176,heavy
2023-10-12 07:30,Thursday,114,20,43,1,178,heavy
2023-10-12 07:45,Thursday,145,10,44,1,200,heavy
2023-10-12 08:00,Thursday,147,31,20,4,202,heavy
2023-10-12 08:15,Thursday,104,24,40,0,168,heavy
2023-10-12 08:30,Thursday,124,11,22,0,157,normal
2023-10-12 08:45,Thursday,101,37,31,4,173,heavy
2023-10-12 09:00,Thursday,144,30,37,1,212,heavy
2023-10-12 09:15,Thursday,24,18,37,18,97,normal
2023-10-12 09:30,Thursday,24,8,17,25,74,normal
2023-10-12 09:45,Thursday,16,22,12,20,70,normal
2023-10-12 10:00,Thursday,26,2,39,26,93,normal
2023-10-12 10:15,Thursday,90,7,18,15,130,normal
2023-10-12 10:30,Thursday,59,6,11,11,87,low
2023-10-12 10:45,Thursday,28,7,22,18,75,normal
2023-10-12 11:00,Thursday,60,5,14,21,100,normal
2023-10-12 11:15,Thursday,69,9,8,23,109,normal
2023-10-12 11:30,Thursday,59,9,12,26,106,normal
2023-10-12 11:45,Thursday,24,10,5,21,60,normal
2023-10-12 12:00,Thursday,41,7,7,21,76,normal
2023-10-12 12:15,Thursday,48,10,9,29,96,normal
2023-10-12 12:30,Thursday,59,10,14,23,106,normal
2023-10-12 12:45,Thursday,67,7,12,28,114,high
2023-10-12 13:00,Thursday,52,9,8,20,89,normal
2023-10-12 13:15,Thursday,45,26,29,10,110,normal
2023-10-12 13:30,Thursday,14,21,7,18,60,normal
2023-10-12 13:45,Thursday,55,22,24,10,111,normal
2023-10-12 14:00,Thursday,45,14,39,5,103,normal
2023-10-12 14:15,Thursday,90,17,16,11,134,normal
2023-10-12 14:30,Thursday,33,21,25,5,84,normal
2023-10-12 14:45,Thursday,118,25,31,13,187,heavy
2023-10-12 15:00,Thursday,86,28,13,5,132,normal
2023-10-12 15:15,Thursday,105,29,22,12,168,heavy
2023-10-12 15:30,Thursday,10,19,26,8,63,normal
2023-10-12 15:45,Thursday,46,22,18,9,95,normal
2023-10-12 16:00,Thursday,105,35,48,6,194,heavy
2023-10-12 16:15,Thursday,135,37,34,5,211,heavy
2023-10-12 16:30,Thursday,103,29,44,6,182,heavy
2023-10-12 16:45,Thursday,113,13,42,10,178,heavy
2023-10-12 17:00,Thursday,103,20,27,9,159,high
2023-10-12 17:15,Thursday,150,13,20,9,192,heavy
2023-10-12 17:30,Thursday,116,25,33,8,182,heavy
2023-10-12 17:45,Thursday,109,16,41,9,175,heavy
2023-10-12 18:00,Thursday,112,11,50,5,178,heavy
2023-10-12 18:15,Thursday,104,31,30,5,170,heavy
2023-10-12 18:30,Thursday,146,18,40,6,210,heavy
2023-10-12 18:45,Thursday,110,24,10,29,173,heavy
2023-10-12 19:00,Thursday,60,15,12,25,112,high
2023-10-12 19:15,Thursday,103,9,14,29,155,high
2023-10-12 19:30,Thursday,102,6,15,6,129,normal
2023-10-12 19:45,Thursday,51,17,16,8,92,normal
2023-10-12 20:00,Thursday,62,12,11,18,103,normal
2023-10-12 20:15,Thursday,103,14,12,5,134,normal
2023-10-12 20:30,Thursday,50,7,11,23,91,normal
2023-10-12 20:45,Thursday,80,14,20,6,120,normal
2023-10-12 21:00,Thursday,98,13,18,21,150,high
2023-10-12 21:15,Thursday,53,25,20,13,111,normal
2023-10-12 21:30,Thursday,52,8,10,27,97,normal
2023-10-12 21:45,Thursday,71,23,13,21,128,high
2023-10-12 22:00,Thursday,17,3,0,29,49,normal
2023-10-12 22:15,Thursday,20,5,1,36,62,normal
2023-10-12 22:30,Thursday,15,0,0,32,47,normal
2023-10-12 22:45,Thursday,15,0,1,20,36,normal
2023-10-12 23:00,Thursday,14,2,0,23,39,normal
2023-10-12 23:15,Thursday,13,1,0,29,43,normal
2023-10-12 23:30,Thursday,14,5,0,31,50,normal
2023-10-12 23:45,Thursday,16,3,0,33,52,normal
2023-10-13 00:00,Friday,18,4,1,15,38,normal
2023-10-13 00:15,Friday,20,0,1,23,44,normal
2023-10-13 00:30,Friday,19,3,0,16,38,normal
2023-10-13 00:45,Friday,10,3,0,12,25,low
2023-10-13 01:00,Friday,10,4,0,23,37,normal
2023-10-13 01:15,Friday,12,5,0,29,46,normal
2023-10-13 01:30,Friday,10,0,0,39,49,normal
2023-10-13 01:45,Friday,16,2,1,21,40,normal
2023-10-13 02:00,Friday,18,4,1,36,59,normal
2023-10-13 02:15,Friday,15,1,0,14,30,normal
2023-10-13 02:30,Friday,17,4,0,13,34,normal
2023-10-13 02:45,Friday,18,3,1,24,46,normal
2023-10-13 03:00,Friday,19,2,0,11,32,low
2023-10-13 03:15,Friday,19,3,0,21,43,normal
2023-10-13 03:30,Friday,19,3,1,31,54,normal
2023-10-13 03:45,Friday,14,2,1,19,36,normal
2023-10-13 04:00,Friday,11,0,0,27,38,normal
2023-10-13 04:15,Friday,27,6,1,11,45,low
2023-10-13 04:30,Friday,33,11,6,13,63,normal
2023-10-13 04:45,Friday,63,6,7,10,86,low
2023-10-13 05:00,Friday,58,13,4,15,90,normal
2023-10-13 05:15,Friday,57,11,7,10,85,low
2023-10-13 05:30,Friday,63,10,6,12,91,low
2023-10-13 05:45,Friday,74,9,0,15,98,normal
2023-10-13 06:00,Friday,71,9,7,10,97,low
2023-10-13 06:15,Friday,33,9,6,13,61,normal
2023-10-13 06:30,Friday,29,6,1,12,48,low
2023-10-13 06:45,Friday,32,9,3,11,55,low
2023-10-13 07:00,Friday,57,14,3,11,85,low
2023-10-13 07:15,Friday,31,11,0,14,56,normal
2023-10-13 07:30,Friday,30,9,3,10,52,low
2023-10-13 07:45,Friday,61,8,7,12,88,low
2023-10-13 08:00,Friday,47,10,4,10,71,low
2023-10-13 08:15,Friday,80,16,4,15,115,normal
2023-10-13 08:30,Friday,49,10,2,10,71,low
2023-10-13 08:45,Friday,58,7,5,13,83,normal
2023-10-13 09:00,Friday,53,19,1,10,83,low
2023-10-13 09:15,Friday,132,47,25,0,204,heavy
2023-10-13 09:30,Friday,131,52,15,0,198,heavy
2023-10-13 09:45,Friday,171,59,27,3,260,heavy
2023-10-13 10:00,Friday,131,43,20,3,197,heavy
2023-10-13 10:15,Friday,177,56,12,4,249,heavy
2023-10-13 10:30,Friday,160,47,30,3,240,heavy
2023-10-13 10:45,Friday,178,68,28,4,278,heavy
2023-10-13 11:00,Friday,169,70,20,3,262,heavy
2023-10-13 11:15,Friday,133,56,25,2,216,heavy
2023-10-13 11:30,Friday,151,52,13,0,216,heavy
2023-10-13 11:45,Friday,179,46,27,3,255,heavy
2023-10-13 12:00,Friday,144,68,20,0,232,heavy
2023-10-13 12:15,Friday,162,46,19,2,229,heavy
2023-10-13 12:30,Friday,159,44,23,2,228,heavy
2023-10-13 12:45,Friday,174,67,30,1,272,heavy
2023-10-13 13:00,Friday,136,57,29,4,226,heavy
2023-10-13 13:15,Friday,156,42,12,3,213,heavy
2023-10-13 13:30,Friday,175,63,19,3,260,heavy
2023-10-13 13:45,Friday,172,62,20,2,256,heavy
2023-10-13 14:00,Friday,171,49,15,0,235,heavy
2023-10-13 14:15,Friday,172,65,18,2,257,heavy
2023-10-13 14:30,Friday,176,50,13,1,240,heavy
2023-10-13 14:45,Friday,153,50,23,3,229,heavy
2023-10-13 15:00,Friday,148,64,27,0,239,heavy
2023-10-13 15:15,Friday,56,28,6,2,92,low
2023-10-13 15:30,Friday,88,26,25,0,139,normal
2023-10-13 15:45,Friday,82,23,14,0,119,normal
2023-10-13 16:00,Friday,77,20,7,0,104,low
2023-10-13 16:15,Friday,66,24,1,0,91,low
2023-10-13 16:30,Friday,72,22,8,2,104,low
2023-10-13 16:45,Friday,62,28,21,2,113,normal
2023-10-13 17:00,Friday,66,26,4,1,97,low
2023-10-13 17:15,Friday,85,20,4,0,109,low
2023-10-13 17:30,Friday,87,24,11,2,124,normal
2023-10-13 17:45,Friday,67,28,25,0,120,normal
2023-10-13 18:00,Friday,70,26,16,2,114,normal
2023-10-13 18:15,Friday,62,20,20,1,103,normal
2023-10-13 18:30,Friday,67,29,1,0,97,low
2023-10-13 18:45,Friday,65,25,1,1,92,low
2023-10-13 19:00,Friday,76,24,23,0,123,normal
2023-10-13 19:15,Friday,42,1,5,11,59,low
2023-10-13 19:30,Friday,42,10,3,1,56,low
2023-10-13 19:45,Friday,31,11,1,12,55,low
2023-10-13 20:00,Friday,47,7,3,6,63,low
2023-10-13 20:15,Friday,28,7,2,4,41,low
2023-10-13 20:30,Friday,22,3,6,1,32,low
2023-10-13 20:45,Friday,29,1,7,5,42,low
2023-10-13 21:00,Friday,43,9,1,11,64,low
2023-10-13 21:15,Friday,23,3,3,8,37,low
2023-10-13 21:30,Friday,21,2,5,15,43,normal
2023-10-13 21:45,Friday,31,2,1,9,43,low
2023-10-13 22:00,Friday,15,5,0,18,38,normal
2023-10-13 22:15,Friday,11,2,0,15,28,normal
2023-10-13 22:30,Friday,12,0,1,17,30,normal
2023-10-13 22:45,Friday,18,3,0,18,39,normal
2023-10-13 23:00,Friday,19,1,0,31,51,normal
2023-10-13 23:15,Friday,17,0,0,22,39,normal
2023-10-13 23:30,Friday,15,5,0,14,34,normal
2023-10-13 23:45,Friday,15,1,1,24,41,normal
2023-10-14 00:00,Saturday,18,4,0,33,55,normal
2023-10-14 00:15,Saturday,14,4,0,34,52,normal
2023-10-14 00:30,Saturday,14,0,1,19,34,normal
2023-10-14 00:45,Saturday,19,3,0,36,58,normal
2023-10-14 01:00,Saturday,10,4,1,21,36,normal
2023-10-14 01:15,Saturday,19,1,0,19,39,normal
2023-10-14 01:30,Saturday,18,5,0,26,49,normal
2023-10-14 01:45,Saturday,17,1,1,25,44,normal
2023-10-14 02:00,Saturday,20,2,0,12,34,low
2023-10-14 02:15,Saturday,15,5,0,15,35,normal
2023-10-14 02:30,Saturday,11,4,0,14,29,normal
2023-10-14 02:45,Saturday,14,3,1,18,36,normal
2023-10-14 03:00,Saturday,13,2,0,39,54,normal
2023-10-14 03:15,Saturday,17,5,0,29,51,normal
2023-10-14 03:30,Saturday,13,5,0,31,49,normal
2023-10-14 03:45,Saturday,18,5,0,35,58,normal
2023-10-14 04:00,Saturday,15,4,0,16,35,normal
2023-10-14 04:15,Saturday,55,15,5,3,78,low
2023-10-14 04:30,Saturday,76,10,7,9,102,low
2023-10-14 04:45,Saturday,98,0,9,19,126,normal
2023-10-14 05:00,Saturday,98,12,6,6,122,normal
2023-10-14 05:15,Saturday,103,2,10,20,135,normal
2023-10-14 05:30,Saturday,93,17,8,12,130,normal
2023-10-14 05:45,Saturday,115,27,9,16,167,normal
2023-10-14 06:00,Saturday,120,12,22,3,157,normal
2023-10-14 06:15,Saturday,142,18,27,0,187,heavy
2023-10-14 06:30,Saturday,117,29,49,2,197,heavy
2023-10-14 06:45,Saturday,126,36,24,0,186,heavy
2023-10-14 07:00,Saturday,110,39,38,5,192,heavy
2023-10-14 07:15,Saturday,149,20,39,5,213,heavy
2023-10-14 07:30,Saturday,109,29,23,5,166,normal
2023-10-14 07:45,Saturday,124,34,24,4,186,heavy
2023-10-14 08:00,Saturday,149,35,32,1,217,heavy
2023-10-14 08:15,Saturday,125,32,38,4,199,heavy
2023-10-14 08:30,Saturday,101,23,38,1,163,high
2023-10-14 08:45,Saturday,137,36,30,0,203,heavy
2023-10-14 09:00,Saturday,139,15,21,3,178,heavy
2023-10-14 09:15,Saturday,19,3,29,9,60,normal
2023-10-14 09:30,Saturday,13,11,39,7,70,normal
2023-10-14 09:45,Saturday,31,2,29,27,89,normal
2023-10-14 10:00,Saturday,18,24,21,22,85,normal
2023-10-14 10:15,Saturday,26,12,14,13,65,normal
2023-10-14 10:30,Saturday,31,15,13,28,87,normal
2023-10-14 10:45,Saturday,12,22,8,11,53,low
2023-10-14 11:00,Saturday,54,5,13,23,95,normal
2023-10-14 11:15,Saturday,59,7,13,21,100,normal
2023-10-14 11:30,Saturday,58,8,6,23,95,normal
2023-10-14 11:45,Saturday,53,8,9,25,95,normal
2023-10-14 12:00,Saturday,54,7,7,20,88,normal
2023-10-14 12:15,Saturday,39,10,4,29,82,normal
2023-10-14 12:30,Saturday,38,9,8,22,77,normal
2023-10-14 12:45,Saturday,36,5,10,23,74,normal
2023-10-14 13:00,Saturday,68,6,12,24,110,normal
2023-10-14 13:15,Saturday,50,18,26,14,108,normal
2023-10-14 13:30,Saturday,120,28,22,20,190,heavy
2023-10-14 13:45,Saturday,60,14,28,9,111,normal
2023-10-14 14:00,Saturday,105,14,8,19,146,normal
2023-10-14 14:15,Saturday,89,27,18,8,142,normal
2023-10-14 14:30,Saturday,28,17,31,10,86,normal
2023-10-14 14:45,Saturday,79,14,23,6,122,normal
2023-10-14 15:00,Saturday,15,11,30,14,70,normal
2023-10-14 15:15,Saturday,77,27,23,18,145,normal
2023-10-14 15:30,Saturday,19,14,24,6,63,normal
2023-10-14 15:45,Saturday,79,13,28,7,127,high
2023-10-14 16:00,Saturday,114,10,22,9,155,normal
2023-10-14 16:15,Saturday,150,30,22,5,207,heavy
2023-10-14 16:30,Saturday,142,23,25,7,197,heavy
2023-10-14 16:45,Saturday,111,36,25,6,178,heavy
2023-10-14 17:00,Saturday,143,37,38,8,226,heavy
2023-10-14 17:15,Saturday,120,37,43,10,210,heavy
2023-10-14 17:30,Saturday,147,20,49,7,223,normal
2023-10-14 17:45,Saturday,140,22,27,5,194,heavy
2023-10-14 18:00,Saturday,128,37,20,9,194,heavy
2023-10-14 18:15,Saturday,114,23,42,10,189,heavy
2023-10-14 18:30,Saturday,117,20,22,9,168,heavy
2023-10-14 18:45,Saturday,93,24,17,23,157,high
2023-10-14 19:00,Saturday,65,15,15,8,103,low
2023-10-14 19:15,Saturday,100,22,14,8,144,normal
2023-10-14 19:30,Saturday,85,12,11,18,126,normal
2023-10-14 19:45,Saturday,56,7,12,12,87,low
2023-10-14 20:00,Saturday,50,12,15,18,95,normal
2023-10-14 20:15,Saturday,74,9,11,12,106,low
2023-10-14 20:30,Saturday,73,15,18,7,113,normal
2023-10-14 20:45,Saturday,99,13,20,30,162,high
2023-10-14 21:00,Saturday,110,14,17,8,149,normal
2023-10-14 21:15,Saturday,82,5,12,34,133,high
2023-10-14 21:30,Saturday,58,19,12,17,106,normal
2023-10-14 21:45,Saturday,70,10,14,32,126,high
2023-10-14 22:00,Saturday,10,1,0,33,44,normal
2023-10-14 22:15,Saturday,14,1,1,40,56,normal
2023-10-14 22:30,Saturday,17,1,1,17,36,normal
