timestamp,meter_reading
2016-01-25 13:00:00,544.562
2016-01-25 14:00:00,544.813
2016-01-25 15:00:00,563.25
2016-01-25 16:00:00,548.437
2016-01-25 17:00:00,544.0
2016-01-25 18:00:00,539.75
2016-01-25 19:00:00,523.875
2016-01-25 20:00:00,481.625
2016-01-25 21:00:00,448.75
2016-01-25 22:00:00,411.56300000000016
2016-01-25 23:00:00,399.18699999999995
2016-01-26 00:00:00,377.18800000000016
2016-01-26 01:00:00,393.375
2016-01-26 02:00:00,388.75
2016-01-26 03:00:00,388.68800000000016
2016-01-26 04:00:00,376.06199999999995
2016-01-26 05:00:00,380.56300000000016
2016-01-26 06:00:00,392.125
2016-01-26 07:00:00,408.625
2016-01-26 08:00:00,427.43699999999995
2016-01-26 09:00:00,456.81300000000016
2016-01-26 10:00:00,506.93699999999995
2016-01-26 11:00:00,568.313
2016-01-26 12:00:00,594.312
2016-01-26 13:00:00,598.875
2016-01-26 14:00:00,593.0
2016-01-26 15:00:00,593.0
2016-01-26 16:00:00,559.938
2016-01-26 17:00:00,547.812
2016-01-26 18:00:00,534.438
2016-01-26 19:00:00,510.0
2016-01-26 20:00:00,461.31199999999995
2016-01-26 21:00:00,435.43800000000016
2016-01-26 22:00:00,404.18699999999995
2016-01-26 23:00:00,384.0
2016-01-27 00:00:00,379.31300000000016
2016-01-27 01:00:00,375.31199999999995
2016-01-27 02:00:00,371.875
2016-01-27 03:00:00,370.25
2016-01-27 04:00:00,379.125
2016-01-27 05:00:00,374.68800000000016
2016-01-27 06:00:00,379.56199999999995
2016-01-27 07:00:00,398.125
2016-01-27 08:00:00,421.93800000000016
2016-01-27 09:00:00,456.125
2016-01-27 10:00:00,498.375
2016-01-27 11:00:00,529.937
2016-01-27 12:00:00,531.125
2016-01-27 13:00:00,531.125
2016-01-27 14:00:00,529.25
2016-01-27 15:00:00,556.625
2016-01-27 16:00:00,538.25
2016-01-27 17:00:00,522.625
2016-01-27 18:00:00,517.5
2016-01-27 19:00:00,503.56300000000016
2016-01-27 20:00:00,456.06199999999995
2016-01-27 21:00:00,428.25
2016-01-27 22:00:00,399.625
2016-01-27 23:00:00,385.0
2016-01-28 00:00:00,380.5
2016-01-28 01:00:00,385.75
2016-01-28 02:00:00,378.875
2016-01-28 03:00:00,378.18800000000016
2016-01-28 04:00:00,368.93699999999995
2016-01-28 05:00:00,371.125
2016-01-28 06:00:00,382.81300000000016
2016-01-28 07:00:00,398.68699999999995
2016-01-28 08:00:00,424.93800000000016
2016-01-28 09:00:00,444.93699999999995
2016-01-28 10:00:00,494.81300000000016
2016-01-28 11:00:00,532.812
2016-01-28 12:00:00,551.938
2016-01-28 13:00:00,554.062
2016-01-28 14:00:00,555.125
2016-01-28 15:00:00,569.875
2016-01-28 16:00:00,557.688
2016-01-28 17:00:00,549.812
2016-01-28 18:00:00,528.0
2016-01-28 19:00:00,491.875
2016-01-28 20:00:00,458.81300000000016
2016-01-28 21:00:00,425.31199999999995
2016-01-28 22:00:00,403.625
2016-01-28 23:00:00,379.25
2016-01-29 00:00:00,370.125
2016-01-29 01:00:00,378.43699999999995
2016-01-29 02:00:00,373.31300000000016
2016-01-29 03:00:00,374.625
2016-01-29 04:00:00,378.56199999999995
2016-01-29 05:00:00,373.93800000000016
2016-01-29 06:00:00,383.5
2016-01-29 07:00:00,398.06199999999995
2016-01-29 08:00:00,415.93800000000016
2016-01-29 09:00:00,445.5
2016-01-29 10:00:00,488.875
2016-01-29 11:00:00,539.25
2016-01-29 12:00:00,538.75
2016-01-29 13:00:00,533.125
2016-01-29 14:00:00,537.0
2016-01-29 15:00:00,565.562
2016-01-29 16:00:00,538.063
2016-01-29 17:00:00,527.625
2016-01-29 18:00:00,504.0
2016-01-29 19:00:00,486.56199999999995
2016-01-29 20:00:00,434.06300000000016
2016-01-29 21:00:00,405.43699999999995
2016-01-29 22:00:00,379.75
2016-01-29 23:00:00,367.125
2016-01-30 00:00:00,376.5
2016-01-30 01:00:00,367.625
2016-01-30 02:00:00,372.18800000000016
2016-01-30 03:00:00,372.5
2016-01-30 04:00:00,371.68699999999995
2016-01-30 05:00:00,364.875
2016-01-30 06:00:00,369.43800000000016
2016-01-30 07:00:00,373.43699999999995
2016-01-30 08:00:00,369.93800000000016
2016-01-30 09:00:00,370.375
2016-01-30 10:00:00,378.0
2016-01-30 11:00:00,383.56199999999995
2016-01-30 12:00:00,397.06300000000016
2016-01-30 13:00:00,400.0
2016-01-30 14:00:00,411.625
2016-01-30 15:00:00,408.75
2016-01-30 16:00:00,418.0
2016-01-30 17:00:00,409.18699999999995
2016-01-30 18:00:00,404.375
2016-01-30 19:00:00,399.0
2016-01-30 20:00:00,386.56300000000016
2016-01-30 21:00:00,392.56199999999995
2016-01-30 22:00:00,383.56300000000016
2016-01-30 23:00:00,375.75
2016-01-31 00:00:00,371.375
2016-01-31 01:00:00,379.625
2016-01-31 02:00:00,369.06199999999995
2016-01-31 03:00:00,378.875
2016-01-31 04:00:00,376.43800000000016
2016-01-31 05:00:00,373.68699999999995
2016-01-31 06:00:00,374.81300000000016
2016-01-31 07:00:00,371.81199999999995
2016-01-31 08:00:00,372.375
2016-01-31 09:00:00,364.31300000000016
2016-01-31 10:00:00,370.18699999999995
2016-01-31 11:00:00,382.18800000000016
2016-01-31 12:00:00,385.93699999999995
2016-01-31 13:00:00,394.625
2016-01-31 14:00:00,390.0
2016-01-31 15:00:00,400.06300000000016
2016-01-31 16:00:00,392.56199999999995
2016-01-31 17:00:00,382.125
2016-01-31 18:00:00,381.375
2016-01-31 19:00:00,378.25
2016-01-31 20:00:00,378.68800000000016
2016-01-31 21:00:00,374.375
2016-01-31 22:00:00,367.18699999999995
2016-01-31 23:00:00,360.375
2016-02-01 00:00:00,373.81300000000016
2016-02-01 01:00:00,361.18699999999995
2016-02-01 02:00:00,357.68800000000016
2016-02-01 03:00:00,359.93699999999984
2016-02-01 04:00:00,362.375
2016-02-01 05:00:00,359.31300000000016
2016-02-01 06:00:00,375.43699999999995
2016-02-01 07:00:00,380.25
2016-02-01 08:00:00,402.75
2016-02-01 09:00:00,436.18800000000016
2016-02-01 10:00:00,492.56199999999995
2016-02-01 11:00:00,554.5
2016-02-01 12:00:00,549.813
2016-02-01 13:00:00,550.312
2016-02-01 14:00:00,551.813
2016-02-01 15:00:00,567.75
2016-02-01 16:00:00,547.125
2016-02-01 17:00:00,535.187
2016-02-01 18:00:00,523.688
2016-02-01 19:00:00,501.125
2016-02-01 20:00:00,464.25
2016-02-01 21:00:00,432.31199999999995
2016-02-01 22:00:00,402.75
2016-02-01 23:00:00,396.93800000000016
2016-02-02 00:00:00,384.5
2016-02-02 01:00:00,380.625
2016-02-02 02:00:00,374.56199999999995
2016-02-02 03:00:00,380.75
2016-02-02 04:00:00,375.31300000000016
2016-02-02 05:00:00,380.18699999999995
2016-02-02 06:00:00,389.06300000000016
2016-02-02 07:00:00,391.875
2016-02-02 08:00:00,415.5
2016-02-02 09:00:00,449.625
2016-02-02 10:00:00,486.625
2016-02-02 11:00:00,528.687
2016-02-02 12:00:00,558.25
2016-02-02 13:00:00,557.25
2016-02-02 14:00:00,574.438
2016-02-02 15:00:00,576.5
2016-02-02 16:00:00,568.812
2016-02-02 17:00:00,556.188
2016-02-02 18:00:00,537.625
2016-02-02 19:00:00,502.93699999999995
2016-02-02 20:00:00,464.5
2016-02-02 21:00:00,422.06300000000016
2016-02-02 22:00:00,394.68699999999995
2016-02-02 23:00:00,381.75
2016-02-03 00:00:00,387.0
2016-02-03 01:00:00,381.68800000000016
2016-02-03 02:00:00,382.18699999999995
2016-02-03 03:00:00,385.5
2016-02-03 04:00:00,386.875
2016-02-03 05:00:00,384.75
2016-02-03 06:00:00,399.875
2016-02-03 07:00:00,406.5
2016-02-03 08:00:00,418.75
2016-02-03 09:00:00,457.68800000000016
2016-02-03 10:00:00,506.5
2016-02-03 11:00:00,551.562
2016-02-03 12:00:00,556.875
2016-02-03 13:00:00,568.0
2016-02-03 14:00:00,576.625
2016-02-03 15:00:00,586.813
2016-02-03 16:00:00,570.625
2016-02-03 17:00:00,571.0
2016-02-03 18:00:00,551.5
2016-02-03 19:00:00,530.5
2016-02-03 20:00:00,484.125
2016-02-03 21:00:00,444.43699999999995
2016-02-03 22:00:00,419.68800000000016
2016-02-03 23:00:00,401.25
2016-02-04 00:00:00,389.124
2016-02-04 01:00:00,390.43800000000016
2016-02-04 02:00:00,378.81199999999995
2016-02-04 03:00:00,383.375
2016-02-04 04:00:00,392.125
2016-02-04 05:00:00,394.25
2016-02-04 06:00:00,397.625
2016-02-04 07:00:00,401.68800000000016
2016-02-04 08:00:00,420.5
2016-02-04 09:00:00,451.81199999999995
2016-02-04 10:00:00,494.18800000000016
2016-02-04 11:00:00,545.062
2016-02-04 12:00:00,564.313
2016-02-04 13:00:00,561.187
2016-02-04 14:00:00,564.313
2016-02-04 15:00:00,567.187
2016-02-04 16:00:00,560.375
2016-02-04 17:00:00,533.813
2016-02-04 18:00:00,523.312
2016-02-04 19:00:00,492.56300000000016
2016-02-04 20:00:00,465.625
2016-02-04 21:00:00,436.125
2016-02-04 22:00:00,406.875
2016-02-04 23:00:00,397.75
2016-02-05 00:00:00,380.68800000000016
2016-02-05 01:00:00,383.18699999999995
2016-02-05 02:00:00,376.0
2016-02-05 03:00:00,379.18800000000016
2016-02-05 04:00:00,374.31199999999995
2016-02-05 05:00:00,380.18800000000016
2016-02-05 06:00:00,389.5
2016-02-05 07:00:00,389.875
2016-02-05 08:00:00,414.375
2016-02-05 09:00:00,437.31199999999995
2016-02-05 10:00:00,494.81300000000016
2016-02-05 11:00:00,521.312
2016-02-05 12:00:00,539.875
2016-02-05 13:00:00,541.438
2016-02-05 14:00:00,546.187
2016-02-05 15:00:00,546.188
2016-02-05 16:00:00,541.875
2016-02-05 17:00:00,528.562
2016-02-05 18:00:00,522.5
2016-02-05 19:00:00,491.18800000000016
2016-02-05 20:00:00,453.81199999999995
2016-02-05 21:00:00,430.875
2016-02-05 22:00:00,398.5
2016-02-05 23:00:00,384.875
2016-02-06 00:00:00,371.5
2016-02-06 01:00:00,371.31199999999995
2016-02-06 02:00:00,374.625
2016-02-06 03:00:00,373.125
2016-02-06 04:00:00,366.31300000000016
2016-02-06 05:00:00,367.75
2016-02-06 06:00:00,372.75
2016-02-06 07:00:00,373.93699999999995
2016-02-06 08:00:00,372.43800000000016
2016-02-06 09:00:00,378.875
2016-02-06 10:00:00,384.43699999999995
2016-02-06 11:00:00,393.06300000000016
2016-02-06 12:00:00,397.875
2016-02-06 13:00:00,404.31199999999995
2016-02-06 14:00:00,413.125
2016-02-06 15:00:00,413.56300000000016
2016-02-06 16:00:00,413.5
2016-02-06 17:00:00,413.31199999999995
2016-02-06 18:00:00,408.25
2016-02-06 19:00:00,390.125
2016-02-06 20:00:00,389.06300000000016
2016-02-06 21:00:00,378.43699999999995
2016-02-06 22:00:00,394.43800000000016
2016-02-06 23:00:00,382.625
2016-02-07 00:00:00,366.43800000000016
2016-02-07 01:00:00,360.81199999999995
2016-02-07 02:00:00,364.0
2016-02-07 03:00:00,372.81300000000016
2016-02-07 04:00:00,363.875
2016-02-07 05:00:00,368.875
2016-02-07 06:00:00,368.93699999999995
2016-02-07 07:00:00,366.43800000000016
2016-02-07 08:00:00,368.93699999999995
2016-02-07 09:00:00,366.93800000000016
2016-02-07 10:00:00,377.375
2016-02-07 11:00:00,381.625
2016-02-07 12:00:00,395.25
2016-02-07 13:00:00,405.625
2016-02-07 14:00:00,402.25
2016-02-07 15:00:00,407.06199999999995
2016-02-07 16:00:00,414.68800000000016
2016-02-07 17:00:00,398.875
2016-02-07 18:00:00,398.06199999999995
2016-02-07 19:00:00,384.93800000000016
2016-02-07 20:00:00,383.18699999999995
2016-02-07 21:00:00,375.375
2016-02-07 22:00:00,373.81300000000016
2016-02-07 23:00:00,369.375
2016-02-08 00:00:00,370.56199999999995
2016-02-08 01:00:00,362.5
2016-02-08 02:00:00,359.31300000000016
2016-02-08 03:00:00,361.81199999999995
2016-02-08 04:00:00,369.06300000000016
2016-02-08 05:00:00,362.5
2016-02-08 06:00:00,373.68699999999995
2016-02-08 07:00:00,383.93800000000016
2016-02-08 08:00:00,405.0
2016-02-08 09:00:00,436.0
2016-02-08 10:00:00,485.06199999999995
2016-02-08 11:00:00,534.438
2016-02-08 12:00:00,554.125
2016-02-08 13:00:00,549.25
2016-02-08 14:00:00,551.062
2016-02-08 15:00:00,566.688
2016-02-08 16:00:00,549.75
2016-02-08 17:00:00,540.562
2016-02-08 18:00:00,528.063
2016-02-08 19:00:00,502.0
2016-02-08 20:00:00,465.875
2016-02-08 21:00:00,424.68699999999995
2016-02-08 22:00:00,401.18800000000016
2016-02-08 23:00:00,396.31199999999995
2016-02-09 00:00:00,391.81300000000016
2016-02-09 01:00:00,381.68699999999995
2016-02-09 02:00:00,380.25
2016-02-09 03:00:00,374.31300000000016
2016-02-09 04:00:00,377.68699999999995
2016-02-09 05:00:00,379.75
2016-02-09 06:00:00,390.68800000000016
2016-02-09 07:00:00,393.0
2016-02-09 08:00:00,402.56199999999995
2016-02-09 09:00:00,440.56300000000016
2016-02-09 10:00:00,502.81199999999995
2016-02-09 11:00:00,542.063
2016-02-09 12:00:00,550.687
2016-02-09 13:00:00,556.313
2016-02-09 14:00:00,582.312
2016-02-09 15:00:00,582.0
2016-02-09 16:00:00,576.563
2016-02-09 17:00:00,544.062
2016-02-09 18:00:00,535.25
2016-02-09 19:00:00,499.06300000000016
2016-02-09 20:00:00,466.375
2016-02-09 21:00:00,435.75
2016-02-09 22:00:00,415.125
2016-02-09 23:00:00,399.81199999999995
2016-02-10 00:00:00,395.31300000000016
2016-02-10 01:00:00,395.875
2016-02-10 02:00:00,389.68699999999995
2016-02-10 03:00:00,391.625
2016-02-10 04:00:00,391.25
2016-02-10 05:00:00,383.43800000000016
2016-02-10 06:00:00,387.0
2016-02-10 07:00:00,397.625
2016-02-10 08:00:00,417.75
2016-02-10 09:00:00,457.43699999999995
2016-02-10 10:00:00,495.25
2016-02-10 11:00:00,531.625
2016-02-10 12:00:00,545.313
2016-02-10 13:00:00,554.562
2016-02-10 14:00:00,547.125
2016-02-10 15:00:00,570.313
2016-02-10 16:00:00,549.937
2016-02-10 17:00:00,545.688
2016-02-10 18:00:00,532.187
2016-02-10 19:00:00,507.43800000000016
2016-02-10 20:00:00,468.125
2016-02-10 21:00:00,430.93699999999995
2016-02-10 22:00:00,405.31300000000016
2016-02-10 23:00:00,391.81199999999995
2016-02-11 00:00:00,383.31300000000016
2016-02-11 01:00:00,382.68800000000016
2016-02-11 02:00:00,379.25
2016-02-11 03:00:00,379.56199999999995
2016-02-11 04:00:00,387.0
2016-02-11 05:00:00,380.875
2016-02-11 06:00:00,393.5
2016-02-11 07:00:00,404.875
2016-02-11 08:00:00,416.5
2016-02-11 09:00:00,457.75
2016-02-11 10:00:00,510.25
2016-02-11 11:00:00,535.125
2016-02-11 12:00:00,535.0
2016-02-11 13:00:00,552.813
2016-02-11 14:00:00,557.875
2016-02-11 15:00:00,583.25
2016-02-11 16:00:00,574.687
2016-02-11 17:00:00,563.875
2016-02-11 18:00:00,534.875
2016-02-11 19:00:00,496.68800000000016
2016-02-11 20:00:00,446.0
2016-02-11 21:00:00,426.875
2016-02-11 22:00:00,405.81199999999995
2016-02-11 23:00:00,392.5
2016-02-12 00:00:00,389.18699999999995
2016-02-12 01:00:00,379.25
2016-02-12 02:00:00,385.5
2016-02-12 03:00:00,384.31300000000016
2016-02-12 04:00:00,379.25
2016-02-12 05:00:00,378.25
2016-02-12 06:00:00,390.5
2016-02-12 07:00:00,400.31199999999995
2016-02-12 08:00:00,412.75
2016-02-12 09:00:00,446.25
2016-02-12 10:00:00,505.875
2016-02-12 11:00:00,536.875
2016-02-12 12:00:00,536.563
2016-02-12 13:00:00,549.0
2016-02-12 14:00:00,567.187
2016-02-12 15:00:00,562.188
2016-02-12 16:00:00,556.187
2016-02-12 17:00:00,548.5
2016-02-12 18:00:00,524.75
2016-02-12 19:00:00,497.56300000000016
2016-02-12 20:00:00,448.375
2016-02-12 21:00:00,419.31199999999995
2016-02-12 22:00:00,404.31300000000016
2016-02-12 23:00:00,397.5
2016-02-13 00:00:00,383.874
2016-02-13 01:00:00,388.68800000000016
2016-02-13 02:00:00,395.125
2016-02-13 03:00:00,390.625
2016-02-13 04:00:00,384.81199999999995
2016-02-13 05:00:00,386.93800000000016
2016-02-13 06:00:00,386.18699999999995
2016-02-13 07:00:00,389.625
2016-02-13 08:00:00,387.625
2016-02-13 09:00:00,393.375
2016-02-13 10:00:00,402.68800000000016
2016-02-13 11:00:00,412.0
2016-02-13 12:00:00,420.06199999999995
2016-02-13 13:00:00,419.31300000000016
2016-02-13 14:00:00,413.56199999999995
2016-02-13 15:00:00,416.81300000000016
2016-02-13 16:00:00,428.31199999999995
2016-02-13 17:00:00,420.375
2016-02-13 18:00:00,422.06300000000016
2016-02-13 19:00:00,412.125
2016-02-13 20:00:00,405.875
2016-02-13 21:00:00,395.81199999999995
2016-02-13 22:00:00,396.93800000000016
2016-02-13 23:00:00,384.5
2016-02-14 00:00:00,382.625
2016-02-14 01:00:00,379.43800000000016
2016-02-14 02:00:00,378.125
2016-02-14 03:00:00,377.68699999999995
2016-02-14 04:00:00,382.31300000000016
2016-02-14 05:00:00,373.31199999999995
2016-02-14 06:00:00,374.625
2016-02-14 07:00:00,375.68800000000016
2016-02-14 08:00:00,381.5
2016-02-14 09:00:00,383.81199999999995
2016-02-14 10:00:00,382.56300000000016
2016-02-14 11:00:00,381.43699999999995
2016-02-14 12:00:00,391.31300000000016
2016-02-14 13:00:00,385.125
2016-02-14 14:00:00,390.125
2016-02-14 15:00:00,397.68699999999995
2016-02-14 16:00:00,399.18800000000016
2016-02-14 17:00:00,401.18699999999995
2016-02-14 18:00:00,407.68800000000016
2016-02-14 19:00:00,412.875
2016-02-14 20:00:00,407.68699999999995
2016-02-14 21:00:00,394.75
2016-02-14 22:00:00,390.93800000000016
2016-02-14 23:00:00,390.75
2016-02-15 00:00:00,374.68699999999995
2016-02-15 01:00:00,374.56300000000016
2016-02-15 02:00:00,387.68699999999995
2016-02-15 03:00:00,376.125
2016-02-15 04:00:00,381.56300000000016
2016-02-15 05:00:00,383.56199999999995
2016-02-15 06:00:00,386.25
2016-02-15 07:00:00,399.625
2016-02-15 08:00:00,424.625
2016-02-15 09:00:00,448.43800000000016
2016-02-15 10:00:00,490.31199999999995
2016-02-15 11:00:00,533.563
2016-02-15 12:00:00,550.187
2016-02-15 13:00:00,559.938
2016-02-15 14:00:00,571.125
2016-02-15 15:00:00,556.312
